M,K,Label,Both_Hands,F_Index,F_Middle,F_Pinky,F_Ring,F_Thumb,M_Back,M_Down,M_Front,M_In,M_Iterative,M_Out,M_Up,O_Back,O_Down,O_Front,O_In,O_Out,O_Up,feature_path_m,feature_path_k
train/044/M_08708.avi,train/044/K_08708.avi,13,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_08708.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_08708.npy
train/099/M_19641.avi,train/099/K_19641.avi,241,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_19641.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_19641.npy
train/057/M_11358.avi,train/057/K_11358.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_11358.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_11358.npy
train/016/M_03168.avi,train/016/K_03168.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_03168.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_03168.npy
train/059/M_11605.avi,train/059/K_11605.avi,154,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_11605.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_11605.npy
train/089/M_17606.avi,train/089/K_17606.avi,238,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_17606.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_17606.npy
train/117/M_23263.avi,train/117/K_23263.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_23263.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_23263.npy
train/133/M_26428.avi,train/133/K_26428.avi,37,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_26428.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_26428.npy
train/065/M_12994.avi,train/065/K_12994.avi,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_12994.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_12994.npy
train/145/M_28827.avi,train/145/K_28827.avi,188,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_28827.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_28827.npy
train/118/M_23419.avi,train/118/K_23419.avi,97,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_23419.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_23419.npy
train/043/M_08514.avi,train/043/K_08514.avi,37,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_08514.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_08514.npy
train/111/M_22118.avi,train/111/K_22118.avi,241,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_22118.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_22118.npy
train/036/M_07171.avi,train/036/K_07171.avi,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_07171.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_07171.npy
train/137/M_27397.avi,train/137/K_27397.avi,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_27397.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_27397.npy
train/043/M_08578.avi,train/043/K_08578.avi,154,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_08578.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_08578.npy
train/086/M_17023.avi,train/086/K_17023.avi,96,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_17023.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_17023.npy
train/078/M_15545.avi,train/078/K_15545.avi,158,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_15545.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_15545.npy
train/088/M_17543.avi,train/088/K_17543.avi,19,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_17543.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_17543.npy
train/172/M_34365.avi,train/172/K_34365.avi,38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_34365.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_34365.npy
train/021/M_04075.avi,train/021/K_04075.avi,10,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_04075.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_04075.npy
train/102/M_20290.avi,train/102/K_20290.avi,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_20290.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_20290.npy
train/158/M_31405.avi,train/158/K_31405.avi,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_31405.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_31405.npy
train/048/M_09550.avi,train/048/K_09550.avi,96,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_09550.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_09550.npy
train/069/M_13686.avi,train/069/K_13686.avi,237,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_13686.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_13686.npy
train/019/M_03658.avi,train/019/K_03658.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_03658.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_03658.npy
train/033/M_06537.avi,train/033/K_06537.avi,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_06537.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_06537.npy
train/162/M_32268.avi,train/162/K_32268.avi,93,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_32268.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_32268.npy
train/152/M_30261.avi,train/152/K_30261.avi,241,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_30261.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_30261.npy
train/088/M_17562.avi,train/088/K_17562.avi,19,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_17562.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_17562.npy
train/029/M_05713.avi,train/029/K_05713.avi,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_05713.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_05713.npy
train/139/M_27727.avi,train/139/K_27727.avi,156,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_27727.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_27727.npy
train/127/M_25308.avi,train/127/K_25308.avi,239,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_25308.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_25308.npy
train/015/M_02908.avi,train/015/K_02908.avi,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_02908.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_02908.npy
train/078/M_15406.avi,train/078/K_15406.avi,237,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_15406.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_15406.npy
train/057/M_11260.avi,train/057/K_11260.avi,158,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_11260.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_11260.npy
train/028/M_05588.avi,train/028/K_05588.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_05588.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_05588.npy
train/109/M_21759.avi,train/109/K_21759.avi,92,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_21759.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_21759.npy
train/025/M_04882.avi,train/025/K_04882.avi,36,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_04882.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_04882.npy
train/081/M_16164.avi,train/081/K_16164.avi,127,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_16164.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_16164.npy
train/135/M_26949.avi,train/135/K_26949.avi,157,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_26949.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_26949.npy
train/069/M_13639.avi,train/069/K_13639.avi,94,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_13639.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_13639.npy
train/153/M_30595.avi,train/153/K_30595.avi,209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_30595.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_30595.npy
train/112/M_22239.avi,train/112/K_22239.avi,154,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_22239.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_22239.npy
train/080/M_15846.avi,train/080/K_15846.avi,160,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_15846.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_15846.npy
train/088/M_17466.avi,train/088/K_17466.avi,19,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_17466.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_17466.npy
train/026/M_05198.avi,train/026/K_05198.avi,154,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_05198.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_05198.npy
train/059/M_11664.avi,train/059/K_11664.avi,14,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_11664.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_11664.npy
train/153/M_30426.avi,train/153/K_30426.avi,94,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_30426.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_30426.npy
train/031/M_06046.avi,train/031/K_06046.avi,10,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_06046.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_06046.npy
train/128/M_25505.avi,train/128/K_25505.avi,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_25505.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_25505.npy
train/029/M_05741.avi,train/029/K_05741.avi,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_05741.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_05741.npy
train/047/M_09278.avi,train/047/K_09278.avi,117,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_09278.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_09278.npy
train/140/M_27959.avi,train/140/K_27959.avi,117,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_27959.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_27959.npy
train/092/M_18278.avi,train/092/K_18278.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_18278.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_18278.npy
train/126/M_25089.avi,train/126/K_25089.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_25089.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_25089.npy
train/095/M_18962.avi,train/095/K_18962.avi,157,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_18962.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_18962.npy
train/052/M_10261.avi,train/052/K_10261.avi,10,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_10261.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_10261.npy
train/125/M_24932.avi,train/125/K_24932.avi,222,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_24932.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_24932.npy
train/122/M_24321.avi,train/122/K_24321.avi,13,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_24321.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_24321.npy
train/066/M_13190.avi,train/066/K_13190.avi,241,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_13190.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_13190.npy
train/137/M_27386.avi,train/137/K_27386.avi,13,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_27386.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_27386.npy
train/095/M_18816.avi,train/095/K_18816.avi,19,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_18816.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_18816.npy
train/108/M_21432.avi,train/108/K_21432.avi,241,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_21432.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_21432.npy
train/041/M_08157.avi,train/041/K_08157.avi,96,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_08157.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_08157.npy
train/091/M_18148.avi,train/091/K_18148.avi,92,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_18148.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_18148.npy
train/105/M_20894.avi,train/105/K_20894.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_20894.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_20894.npy
train/060/M_11861.avi,train/060/K_11861.avi,241,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_11861.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_11861.npy
train/126/M_25055.avi,train/126/K_25055.avi,240,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_25055.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_25055.npy
train/126/M_25137.avi,train/126/K_25137.avi,156,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_25137.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_25137.npy
train/002/M_00257.avi,train/002/K_00257.avi,31,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_00257.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_00257.npy
train/015/M_02981.avi,train/015/K_02981.avi,120,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_02981.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_02981.npy
train/140/M_27854.avi,train/140/K_27854.avi,135,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_27854.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_27854.npy
train/087/M_17321.avi,train/087/K_17321.avi,19,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_17321.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_17321.npy
train/178/M_35537.avi,train/178/K_35537.avi,209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_35537.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_35537.npy
train/013/M_02492.avi,train/013/K_02492.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_02492.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_02492.npy
train/113/M_22529.avi,train/113/K_22529.avi,92,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_22529.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_22529.npy
train/103/M_20480.avi,train/103/K_20480.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_20480.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_20480.npy
train/123/M_24570.avi,train/123/K_24570.avi,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_24570.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_24570.npy
train/154/M_30639.avi,train/154/K_30639.avi,96,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_30639.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_30639.npy
train/064/M_12604.avi,train/064/K_12604.avi,38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_12604.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_12604.npy
train/073/M_14449.avi,train/073/K_14449.avi,31,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_14449.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_14449.npy
train/053/M_10475.avi,train/053/K_10475.avi,158,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_10475.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_10475.npy
train/013/M_02563.avi,train/013/K_02563.avi,97,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_02563.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_02563.npy
train/061/M_12133.avi,train/061/K_12133.avi,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_12133.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_12133.npy
train/036/M_07168.avi,train/036/K_07168.avi,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_07168.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_07168.npy
train/052/M_10320.avi,train/052/K_10320.avi,37,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_10320.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_10320.npy
train/103/M_20441.avi,train/103/K_20441.avi,241,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_20441.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_20441.npy
train/058/M_11464.avi,train/058/K_11464.avi,37,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_11464.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_11464.npy
train/034/M_06738.avi,train/034/K_06738.avi,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_06738.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_06738.npy
train/174/M_34768.avi,train/174/K_34768.avi,36,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_34768.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_34768.npy
train/162/M_32318.avi,train/162/K_32318.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_32318.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_32318.npy
train/117/M_23306.avi,train/117/K_23306.avi,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_23306.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_23306.npy
train/132/M_26323.avi,train/132/K_26323.avi,37,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_26323.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_26323.npy
train/166/M_33095.avi,train/166/K_33095.avi,37,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_33095.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_33095.npy
train/002/M_00251.avi,train/002/K_00251.avi,240,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_00251.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_00251.npy
train/153/M_30537.avi,train/153/K_30537.avi,94,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_30537.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_30537.npy
train/136/M_27083.avi,train/136/K_27083.avi,31,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_27083.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_27083.npy
train/049/M_09767.avi,train/049/K_09767.avi,37,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_09767.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_09767.npy
train/044/M_08658.avi,train/044/K_08658.avi,209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_08658.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_08658.npy
train/002/M_00285.avi,train/002/K_00285.avi,188,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_00285.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_00285.npy
train/010/M_01822.avi,train/010/K_01822.avi,13,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_01822.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_01822.npy
