M,K,label_idx,Both_Hands,M_Out,M_In,M_Up,M_Down,M_Front,M_Back,M_Iterative,O_Out,O_In,O_Up,O_Down,O_Front,O_Back,F_Thumb,F_Index,F_Middle,F_Ring,F_Pinky
train/105/M_20939.avi,train/105/K_20939.avi,155,,,,,,,,,,,,,,,,,,,
train/105/M_20941.avi,train/105/K_20941.avi,56,,,,,,,,,,,,,,,,,,,
train/105/M_20944.avi,train/105/K_20944.avi,32,,,,,,,,,,,,,,,,,,,
train/105/M_20945.avi,train/105/K_20945.avi,120,,,,,,,,,,,,,,,,,,,
train/105/M_20948.avi,train/105/K_20948.avi,237,,,,,,,,,,,,,,,,,,,
train/105/M_20949.avi,train/105/K_20949.avi,209,,,,,,,,,,,,,,,,,,,
train/105/M_20955.avi,train/105/K_20955.avi,117,,,,,,,,,,,,,,,,,,,
train/105/M_20958.avi,train/105/K_20958.avi,240,,,,,,,,,,,,,,,,,,,
train/105/M_20959.avi,train/105/K_20959.avi,91,,,,,,,,,,,,,,,,,,,
train/105/M_20961.avi,train/105/K_20961.avi,18,,,,,,,,,,,,,,,,,,,
train/105/M_20963.avi,train/105/K_20963.avi,14,,,,,,,,,,,,,,,,,,,
train/105/M_20971.avi,train/105/K_20971.avi,19,,,,,,,,,,,,,,,,,,,
train/105/M_20972.avi,train/105/K_20972.avi,96,,,,,,,,,,,,,,,,,,,
train/105/M_20974.avi,train/105/K_20974.avi,91,,,,,,,,,,,,,,,,,,,
train/105/M_20979.avi,train/105/K_20979.avi,49,,,,,,,,,,,,,,,,,,,
train/105/M_20981.avi,train/105/K_20981.avi,157,,,,,,,,,,,,,,,,,,,
train/105/M_20987.avi,train/105/K_20987.avi,55,,,,,,,,,,,,,,,,,,,
train/105/M_20988.avi,train/105/K_20988.avi,223,,,,,,,,,,,,,,,,,,,
train/105/M_20989.avi,train/105/K_20989.avi,38,,,,,,,,,,,,,,,,,,,
train/105/M_20990.avi,train/105/K_20990.avi,135,,,,,,,,,,,,,,,,,,,
train/105/M_20993.avi,train/105/K_20993.avi,160,,,,,,,,,,,,,,,,,,,
train/105/M_20996.avi,train/105/K_20996.avi,120,,,,,,,,,,,,,,,,,,,
train/105/M_20999.avi,train/105/K_20999.avi,55,,,,,,,,,,,,,,,,,,,
train/106/M_21003.avi,train/106/K_21003.avi,8,,,,,,,,,,,,,,,,,,,
train/106/M_21004.avi,train/106/K_21004.avi,5,,,,,,,,,,,,,,,,,,,
train/106/M_21006.avi,train/106/K_21006.avi,18,,,,,,,,,,,,,,,,,,,
train/106/M_21009.avi,train/106/K_21009.avi,34,,,,,,,,,,,,,,,,,,,
train/106/M_21012.avi,train/106/K_21012.avi,239,,,,,,,,,,,,,,,,,,,
train/106/M_21019.avi,train/106/K_21019.avi,127,,,,,,,,,,,,,,,,,,,
train/106/M_21021.avi,train/106/K_21021.avi,38,,,,,,,,,,,,,,,,,,,
train/106/M_21023.avi,train/106/K_21023.avi,157,,,,,,,,,,,,,,,,,,,
train/106/M_21024.avi,train/106/K_21024.avi,117,,,,,,,,,,,,,,,,,,,
train/106/M_21025.avi,train/106/K_21025.avi,237,,,,,,,,,,,,,,,,,,,
train/106/M_21028.avi,train/106/K_21028.avi,95,,,,,,,,,,,,,,,,,,,
train/106/M_21030.avi,train/106/K_21030.avi,158,,,,,,,,,,,,,,,,,,,
train/106/M_21032.avi,train/106/K_21032.avi,92,,,,,,,,,,,,,,,,,,,
train/106/M_21034.avi,train/106/K_21034.avi,8,,,,,,,,,,,,,,,,,,,
train/106/M_21040.avi,train/106/K_21040.avi,18,,,,,,,,,,,,,,,,,,,
train/106/M_21046.avi,train/106/K_21046.avi,209,,,,,,,,,,,,,,,,,,,
train/106/M_21047.avi,train/106/K_21047.avi,90,,,,,,,,,,,,,,,,,,,
train/106/M_21048.avi,train/106/K_21048.avi,94,,,,,,,,,,,,,,,,,,,
train/106/M_21050.avi,train/106/K_21050.avi,10,,,,,,,,,,,,,,,,,,,
train/106/M_21053.avi,train/106/K_21053.avi,14,,,,,,,,,,,,,,,,,,,
train/106/M_21054.avi,train/106/K_21054.avi,238,,,,,,,,,,,,,,,,,,,
train/106/M_21057.avi,train/106/K_21057.avi,49,,,,,,,,,,,,,,,,,,,
train/106/M_21061.avi,train/106/K_21061.avi,50,,,,,,,,,,,,,,,,,,,
train/106/M_21062.avi,train/106/K_21062.avi,34,,,,,,,,,,,,,,,,,,,
train/106/M_21064.avi,train/106/K_21064.avi,117,,,,,,,,,,,,,,,,,,,
train/106/M_21065.avi,train/106/K_21065.avi,19,,,,,,,,,,,,,,,,,,,
train/106/M_21067.avi,train/106/K_21067.avi,159,,,,,,,,,,,,,,,,,,,
train/106/M_21069.avi,train/106/K_21069.avi,19,,,,,,,,,,,,,,,,,,,
train/106/M_21070.avi,train/106/K_21070.avi,55,,,,,,,,,,,,,,,,,,,
train/106/M_21072.avi,train/106/K_21072.avi,31,,,,,,,,,,,,,,,,,,,
train/106/M_21074.avi,train/106/K_21074.avi,117,,,,,,,,,,,,,,,,,,,
train/106/M_21076.avi,train/106/K_21076.avi,90,,,,,,,,,,,,,,,,,,,
train/106/M_21080.avi,train/106/K_21080.avi,38,,,,,,,,,,,,,,,,,,,
train/106/M_21083.avi,train/106/K_21083.avi,97,,,,,,,,,,,,,,,,,,,
train/106/M_21084.avi,train/106/K_21084.avi,19,,,,,,,,,,,,,,,,,,,
train/106/M_21086.avi,train/106/K_21086.avi,37,,,,,,,,,,,,,,,,,,,
train/106/M_21087.avi,train/106/K_21087.avi,8,,,,,,,,,,,,,,,,,,,
train/106/M_21092.avi,train/106/K_21092.avi,154,,,,,,,,,,,,,,,,,,,
train/106/M_21095.avi,train/106/K_21095.avi,49,,,,,,,,,,,,,,,,,,,
train/106/M_21100.avi,train/106/K_21100.avi,29,,,,,,,,,,,,,,,,,,,
train/106/M_21101.avi,train/106/K_21101.avi,8,,,,,,,,,,,,,,,,,,,
train/106/M_21103.avi,train/106/K_21103.avi,19,,,,,,,,,,,,,,,,,,,
train/106/M_21105.avi,train/106/K_21105.avi,94,,,,,,,,,,,,,,,,,,,
train/106/M_21106.avi,train/106/K_21106.avi,155,,,,,,,,,,,,,,,,,,,
train/106/M_21115.avi,train/106/K_21115.avi,36,,,,,,,,,,,,,,,,,,,
train/106/M_21121.avi,train/106/K_21121.avi,91,,,,,,,,,,,,,,,,,,,
train/106/M_21122.avi,train/106/K_21122.avi,135,,,,,,,,,,,,,,,,,,,
train/106/M_21124.avi,train/106/K_21124.avi,19,,,,,,,,,,,,,,,,,,,
train/106/M_21127.avi,train/106/K_21127.avi,237,,,,,,,,,,,,,,,,,,,
train/106/M_21130.avi,train/106/K_21130.avi,34,,,,,,,,,,,,,,,,,,,
train/106/M_21138.avi,train/106/K_21138.avi,239,,,,,,,,,,,,,,,,,,,
train/106/M_21140.avi,train/106/K_21140.avi,240,,,,,,,,,,,,,,,,,,,
train/106/M_21142.avi,train/106/K_21142.avi,18,,,,,,,,,,,,,,,,,,,
train/106/M_21143.avi,train/106/K_21143.avi,157,,,,,,,,,,,,,,,,,,,
train/106/M_21145.avi,train/106/K_21145.avi,19,,,,,,,,,,,,,,,,,,,
train/106/M_21151.avi,train/106/K_21151.avi,117,,,,,,,,,,,,,,,,,,,
train/106/M_21156.avi,train/106/K_21156.avi,155,,,,,,,,,,,,,,,,,,,
train/106/M_21157.avi,train/106/K_21157.avi,8,,,,,,,,,,,,,,,,,,,
train/106/M_21158.avi,train/106/K_21158.avi,13,,,,,,,,,,,,,,,,,,,
train/106/M_21159.avi,train/106/K_21159.avi,29,,,,,,,,,,,,,,,,,,,
train/106/M_21163.avi,train/106/K_21163.avi,239,,,,,,,,,,,,,,,,,,,
train/106/M_21164.avi,train/106/K_21164.avi,237,,,,,,,,,,,,,,,,,,,
train/106/M_21167.avi,train/106/K_21167.avi,238,,,,,,,,,,,,,,,,,,,
train/106/M_21170.avi,train/106/K_21170.avi,237,,,,,,,,,,,,,,,,,,,
train/106/M_21171.avi,train/106/K_21171.avi,240,,,,,,,,,,,,,,,,,,,
train/106/M_21174.avi,train/106/K_21174.avi,238,,,,,,,,,,,,,,,,,,,
train/106/M_21176.avi,train/106/K_21176.avi,91,,,,,,,,,,,,,,,,,,,
train/106/M_21177.avi,train/106/K_21177.avi,157,,,,,,,,,,,,,,,,,,,
train/106/M_21178.avi,train/106/K_21178.avi,120,,,,,,,,,,,,,,,,,,,
train/106/M_21186.avi,train/106/K_21186.avi,90,,,,,,,,,,,,,,,,,,,
train/106/M_21187.avi,train/106/K_21187.avi,31,,,,,,,,,,,,,,,,,,,
train/106/M_21189.avi,train/106/K_21189.avi,158,,,,,,,,,,,,,,,,,,,
train/106/M_21190.avi,train/106/K_21190.avi,32,,,,,,,,,,,,,,,,,,,
train/106/M_21194.avi,train/106/K_21194.avi,117,,,,,,,,,,,,,,,,,,,
train/106/M_21195.avi,train/106/K_21195.avi,213,,,,,,,,,,,,,,,,,,,
train/106/M_21196.avi,train/106/K_21196.avi,10,,,,,,,,,,,,,,,,,,,
train/106/M_21200.avi,train/106/K_21200.avi,37,,,,,,,,,,,,,,,,,,,
train/107/M_21202.avi,train/107/K_21202.avi,91,,,,,,,,,,,,,,,,,,,
train/107/M_21204.avi,train/107/K_21204.avi,158,,,,,,,,,,,,,,,,,,,
train/107/M_21205.avi,train/107/K_21205.avi,90,,,,,,,,,,,,,,,,,,,
train/107/M_21206.avi,train/107/K_21206.avi,52,,,,,,,,,,,,,,,,,,,
train/107/M_21210.avi,train/107/K_21210.avi,188,,,,,,,,,,,,,,,,,,,
train/107/M_21212.avi,train/107/K_21212.avi,5,,,,,,,,,,,,,,,,,,,
train/107/M_21213.avi,train/107/K_21213.avi,95,,,,,,,,,,,,,,,,,,,
train/107/M_21218.avi,train/107/K_21218.avi,97,,,,,,,,,,,,,,,,,,,
train/107/M_21219.avi,train/107/K_21219.avi,32,,,,,,,,,,,,,,,,,,,
train/107/M_21220.avi,train/107/K_21220.avi,10,,,,,,,,,,,,,,,,,,,
train/107/M_21222.avi,train/107/K_21222.avi,120,,,,,,,,,,,,,,,,,,,
train/107/M_21228.avi,train/107/K_21228.avi,188,,,,,,,,,,,,,,,,,,,
train/107/M_21229.avi,train/107/K_21229.avi,241,,,,,,,,,,,,,,,,,,,
train/107/M_21231.avi,train/107/K_21231.avi,19,,,,,,,,,,,,,,,,,,,
train/107/M_21233.avi,train/107/K_21233.avi,56,,,,,,,,,,,,,,,,,,,
train/107/M_21241.avi,train/107/K_21241.avi,29,,,,,,,,,,,,,,,,,,,
train/107/M_21243.avi,train/107/K_21243.avi,94,,,,,,,,,,,,,,,,,,,
train/107/M_21245.avi,train/107/K_21245.avi,37,,,,,,,,,,,,,,,,,,,
train/107/M_21248.avi,train/107/K_21248.avi,222,,,,,,,,,,,,,,,,,,,
train/107/M_21249.avi,train/107/K_21249.avi,127,,,,,,,,,,,,,,,,,,,
train/107/M_21254.avi,train/107/K_21254.avi,5,,,,,,,,,,,,,,,,,,,
train/107/M_21256.avi,train/107/K_21256.avi,8,,,,,,,,,,,,,,,,,,,
train/107/M_21259.avi,train/107/K_21259.avi,32,,,,,,,,,,,,,,,,,,,
train/107/M_21260.avi,train/107/K_21260.avi,158,,,,,,,,,,,,,,,,,,,
train/107/M_21267.avi,train/107/K_21267.avi,120,,,,,,,,,,,,,,,,,,,
train/107/M_21271.avi,train/107/K_21271.avi,13,,,,,,,,,,,,,,,,,,,
train/107/M_21272.avi,train/107/K_21272.avi,95,,,,,,,,,,,,,,,,,,,
train/107/M_21274.avi,train/107/K_21274.avi,160,,,,,,,,,,,,,,,,,,,
train/107/M_21276.avi,train/107/K_21276.avi,158,,,,,,,,,,,,,,,,,,,
train/107/M_21277.avi,train/107/K_21277.avi,160,,,,,,,,,,,,,,,,,,,
train/107/M_21279.avi,train/107/K_21279.avi,49,,,,,,,,,,,,,,,,,,,
train/107/M_21280.avi,train/107/K_21280.avi,239,,,,,,,,,,,,,,,,,,,
train/107/M_21288.avi,train/107/K_21288.avi,10,,,,,,,,,,,,,,,,,,,
train/107/M_21293.avi,train/107/K_21293.avi,50,,,,,,,,,,,,,,,,,,,
train/107/M_21295.avi,train/107/K_21295.avi,159,,,,,,,,,,,,,,,,,,,
train/107/M_21301.avi,train/107/K_21301.avi,90,,,,,,,,,,,,,,,,,,,
train/107/M_21302.avi,train/107/K_21302.avi,38,,,,,,,,,,,,,,,,,,,
train/107/M_21303.avi,train/107/K_21303.avi,120,,,,,,,,,,,,,,,,,,,
train/107/M_21304.avi,train/107/K_21304.avi,156,,,,,,,,,,,,,,,,,,,
train/107/M_21306.avi,train/107/K_21306.avi,238,,,,,,,,,,,,,,,,,,,
train/107/M_21307.avi,train/107/K_21307.avi,237,,,,,,,,,,,,,,,,,,,
train/107/M_21308.avi,train/107/K_21308.avi,49,,,,,,,,,,,,,,,,,,,
train/107/M_21311.avi,train/107/K_21311.avi,92,,,,,,,,,,,,,,,,,,,
train/107/M_21314.avi,train/107/K_21314.avi,213,,,,,,,,,,,,,,,,,,,
train/107/M_21317.avi,train/107/K_21317.avi,37,,,,,,,,,,,,,,,,,,,
train/107/M_21322.avi,train/107/K_21322.avi,91,,,,,,,,,,,,,,,,,,,
train/107/M_21323.avi,train/107/K_21323.avi,5,,,,,,,,,,,,,,,,,,,
train/107/M_21326.avi,train/107/K_21326.avi,120,,,,,,,,,,,,,,,,,,,
train/107/M_21329.avi,train/107/K_21329.avi,34,,,,,,,,,,,,,,,,,,,
train/107/M_21330.avi,train/107/K_21330.avi,91,,,,,,,,,,,,,,,,,,,
train/107/M_21332.avi,train/107/K_21332.avi,94,,,,,,,,,,,,,,,,,,,
train/107/M_21335.avi,train/107/K_21335.avi,92,,,,,,,,,,,,,,,,,,,
train/107/M_21338.avi,train/107/K_21338.avi,93,,,,,,,,,,,,,,,,,,,
train/107/M_21340.avi,train/107/K_21340.avi,94,,,,,,,,,,,,,,,,,,,
train/107/M_21342.avi,train/107/K_21342.avi,18,,,,,,,,,,,,,,,,,,,
train/107/M_21347.avi,train/107/K_21347.avi,159,,,,,,,,,,,,,,,,,,,
train/107/M_21348.avi,train/107/K_21348.avi,90,,,,,,,,,,,,,,,,,,,
train/107/M_21349.avi,train/107/K_21349.avi,94,,,,,,,,,,,,,,,,,,,
train/107/M_21351.avi,train/107/K_21351.avi,38,,,,,,,,,,,,,,,,,,,
train/107/M_21354.avi,train/107/K_21354.avi,8,,,,,,,,,,,,,,,,,,,
train/107/M_21355.avi,train/107/K_21355.avi,8,,,,,,,,,,,,,,,,,,,
train/107/M_21366.avi,train/107/K_21366.avi,29,,,,,,,,,,,,,,,,,,,
train/107/M_21369.avi,train/107/K_21369.avi,94,,,,,,,,,,,,,,,,,,,
train/107/M_21372.avi,train/107/K_21372.avi,239,,,,,,,,,,,,,,,,,,,
train/107/M_21373.avi,train/107/K_21373.avi,29,,,,,,,,,,,,,,,,,,,
train/107/M_21374.avi,train/107/K_21374.avi,96,,,,,,,,,,,,,,,,,,,
train/107/M_21375.avi,train/107/K_21375.avi,14,,,,,,,,,,,,,,,,,,,
train/107/M_21377.avi,train/107/K_21377.avi,18,,,,,,,,,,,,,,,,,,,
train/107/M_21381.avi,train/107/K_21381.avi,50,,,,,,,,,,,,,,,,,,,
train/107/M_21388.avi,train/107/K_21388.avi,158,,,,,,,,,,,,,,,,,,,
train/107/M_21397.avi,train/107/K_21397.avi,90,,,,,,,,,,,,,,,,,,,
train/107/M_21400.avi,train/107/K_21400.avi,38,,,,,,,,,,,,,,,,,,,
train/108/M_21401.avi,train/108/K_21401.avi,159,,,,,,,,,,,,,,,,,,,
train/108/M_21407.avi,train/108/K_21407.avi,29,,,,,,,,,,,,,,,,,,,
train/108/M_21416.avi,train/108/K_21416.avi,31,,,,,,,,,,,,,,,,,,,
train/108/M_21417.avi,train/108/K_21417.avi,51,,,,,,,,,,,,,,,,,,,
train/108/M_21418.avi,train/108/K_21418.avi,154,,,,,,,,,,,,,,,,,,,
train/108/M_21423.avi,train/108/K_21423.avi,117,,,,,,,,,,,,,,,,,,,
train/108/M_21430.avi,train/108/K_21430.avi,18,,,,,,,,,,,,,,,,,,,
train/108/M_21432.avi,train/108/K_21432.avi,241,,,,,,,,,,,,,,,,,,,
train/108/M_21433.avi,train/108/K_21433.avi,213,,,,,,,,,,,,,,,,,,,
train/108/M_21435.avi,train/108/K_21435.avi,37,,,,,,,,,,,,,,,,,,,
train/108/M_21436.avi,train/108/K_21436.avi,31,,,,,,,,,,,,,,,,,,,
train/108/M_21438.avi,train/108/K_21438.avi,241,,,,,,,,,,,,,,,,,,,
train/108/M_21440.avi,train/108/K_21440.avi,32,,,,,,,,,,,,,,,,,,,
train/108/M_21441.avi,train/108/K_21441.avi,19,,,,,,,,,,,,,,,,,,,
train/108/M_21444.avi,train/108/K_21444.avi,32,,,,,,,,,,,,,,,,,,,
train/108/M_21445.avi,train/108/K_21445.avi,18,,,,,,,,,,,,,,,,,,,
train/108/M_21448.avi,train/108/K_21448.avi,97,,,,,,,,,,,,,,,,,,,
train/108/M_21449.avi,train/108/K_21449.avi,127,,,,,,,,,,,,,,,,,,,
train/108/M_21460.avi,train/108/K_21460.avi,34,,,,,,,,,,,,,,,,,,,
train/108/M_21463.avi,train/108/K_21463.avi,160,,,,,,,,,,,,,,,,,,,
train/108/M_21465.avi,train/108/K_21465.avi,4,,,,,,,,,,,,,,,,,,,
train/108/M_21466.avi,train/108/K_21466.avi,97,,,,,,,,,,,,,,,,,,,
train/108/M_21468.avi,train/108/K_21468.avi,158,,,,,,,,,,,,,,,,,,,
train/108/M_21472.avi,train/108/K_21472.avi,94,,,,,,,,,,,,,,,,,,,
train/108/M_21475.avi,train/108/K_21475.avi,5,,,,,,,,,,,,,,,,,,,
train/108/M_21478.avi,train/108/K_21478.avi,239,,,,,,,,,,,,,,,,,,,
train/108/M_21480.avi,train/108/K_21480.avi,18,,,,,,,,,,,,,,,,,,,
train/108/M_21482.avi,train/108/K_21482.avi,95,,,,,,,,,,,,,,,,,,,
train/108/M_21484.avi,train/108/K_21484.avi,37,,,,,,,,,,,,,,,,,,,
train/108/M_21487.avi,train/108/K_21487.avi,117,,,,,,,,,,,,,,,,,,,
train/108/M_21489.avi,train/108/K_21489.avi,209,,,,,,,,,,,,,,,,,,,
train/108/M_21497.avi,train/108/K_21497.avi,51,,,,,,,,,,,,,,,,,,,
train/108/M_21498.avi,train/108/K_21498.avi,90,,,,,,,,,,,,,,,,,,,
train/108/M_21499.avi,train/108/K_21499.avi,8,,,,,,,,,,,,,,,,,,,
train/108/M_21500.avi,train/108/K_21500.avi,55,,,,,,,,,,,,,,,,,,,
train/108/M_21505.avi,train/108/K_21505.avi,213,,,,,,,,,,,,,,,,,,,
train/108/M_21508.avi,train/108/K_21508.avi,18,,,,,,,,,,,,,,,,,,,
train/108/M_21509.avi,train/108/K_21509.avi,154,,,,,,,,,,,,,,,,,,,
train/108/M_21513.avi,train/108/K_21513.avi,156,,,,,,,,,,,,,,,,,,,
train/108/M_21515.avi,train/108/K_21515.avi,5,,,,,,,,,,,,,,,,,,,
train/108/M_21517.avi,train/108/K_21517.avi,13,,,,,,,,,,,,,,,,,,,
train/108/M_21521.avi,train/108/K_21521.avi,13,,,,,,,,,,,,,,,,,,,
train/108/M_21523.avi,train/108/K_21523.avi,10,,,,,,,,,,,,,,,,,,,
train/108/M_21529.avi,train/108/K_21529.avi,56,,,,,,,,,,,,,,,,,,,
train/108/M_21530.avi,train/108/K_21530.avi,156,,,,,,,,,,,,,,,,,,,
train/108/M_21531.avi,train/108/K_21531.avi,32,,,,,,,,,,,,,,,,,,,
train/108/M_21532.avi,train/108/K_21532.avi,32,,,,,,,,,,,,,,,,,,,
train/108/M_21535.avi,train/108/K_21535.avi,5,,,,,,,,,,,,,,,,,,,
train/108/M_21540.avi,train/108/K_21540.avi,32,,,,,,,,,,,,,,,,,,,
train/108/M_21543.avi,train/108/K_21543.avi,158,,,,,,,,,,,,,,,,,,,
train/108/M_21547.avi,train/108/K_21547.avi,91,,,,,,,,,,,,,,,,,,,
train/108/M_21548.avi,train/108/K_21548.avi,5,,,,,,,,,,,,,,,,,,,
train/108/M_21552.avi,train/108/K_21552.avi,159,,,,,,,,,,,,,,,,,,,
train/108/M_21557.avi,train/108/K_21557.avi,127,,,,,,,,,,,,,,,,,,,
train/108/M_21559.avi,train/108/K_21559.avi,4,,,,,,,,,,,,,,,,,,,
train/108/M_21560.avi,train/108/K_21560.avi,127,,,,,,,,,,,,,,,,,,,
train/108/M_21561.avi,train/108/K_21561.avi,159,,,,,,,,,,,,,,,,,,,
train/108/M_21563.avi,train/108/K_21563.avi,38,,,,,,,,,,,,,,,,,,,
train/108/M_21565.avi,train/108/K_21565.avi,5,,,,,,,,,,,,,,,,,,,
train/108/M_21567.avi,train/108/K_21567.avi,213,,,,,,,,,,,,,,,,,,,
train/108/M_21569.avi,train/108/K_21569.avi,19,,,,,,,,,,,,,,,,,,,
train/108/M_21573.avi,train/108/K_21573.avi,237,,,,,,,,,,,,,,,,,,,
train/108/M_21574.avi,train/108/K_21574.avi,92,,,,,,,,,,,,,,,,,,,
train/108/M_21577.avi,train/108/K_21577.avi,56,,,,,,,,,,,,,,,,,,,
train/108/M_21578.avi,train/108/K_21578.avi,95,,,,,,,,,,,,,,,,,,,
train/108/M_21580.avi,train/108/K_21580.avi,32,,,,,,,,,,,,,,,,,,,
train/108/M_21581.avi,train/108/K_21581.avi,155,,,,,,,,,,,,,,,,,,,
train/108/M_21584.avi,train/108/K_21584.avi,92,,,,,,,,,,,,,,,,,,,
train/108/M_21586.avi,train/108/K_21586.avi,38,,,,,,,,,,,,,,,,,,,
train/108/M_21588.avi,train/108/K_21588.avi,19,,,,,,,,,,,,,,,,,,,
train/108/M_21591.avi,train/108/K_21591.avi,4,,,,,,,,,,,,,,,,,,,
train/108/M_21594.avi,train/108/K_21594.avi,8,,,,,,,,,,,,,,,,,,,
train/108/M_21599.avi,train/108/K_21599.avi,90,,,,,,,,,,,,,,,,,,,
train/109/M_21602.avi,train/109/K_21602.avi,5,,,,,,,,,,,,,,,,,,,
train/109/M_21608.avi,train/109/K_21608.avi,13,,,,,,,,,,,,,,,,,,,
train/109/M_21611.avi,train/109/K_21611.avi,38,,,,,,,,,,,,,,,,,,,
train/109/M_21612.avi,train/109/K_21612.avi,92,,,,,,,,,,,,,,,,,,,
train/109/M_21619.avi,train/109/K_21619.avi,158,,,,,,,,,,,,,,,,,,,
train/109/M_21624.avi,train/109/K_21624.avi,158,,,,,,,,,,,,,,,,,,,
train/109/M_21626.avi,train/109/K_21626.avi,38,,,,,,,,,,,,,,,,,,,
train/109/M_21627.avi,train/109/K_21627.avi,32,,,,,,,,,,,,,,,,,,,
train/109/M_21628.avi,train/109/K_21628.avi,117,,,,,,,,,,,,,,,,,,,
train/109/M_21630.avi,train/109/K_21630.avi,91,,,,,,,,,,,,,,,,,,,
train/109/M_21639.avi,train/109/K_21639.avi,223,,,,,,,,,,,,,,,,,,,
train/109/M_21640.avi,train/109/K_21640.avi,241,,,,,,,,,,,,,,,,,,,
train/109/M_21643.avi,train/109/K_21643.avi,91,,,,,,,,,,,,,,,,,,,
train/109/M_21645.avi,train/109/K_21645.avi,4,,,,,,,,,,,,,,,,,,,
train/109/M_21647.avi,train/109/K_21647.avi,120,,,,,,,,,,,,,,,,,,,
train/109/M_21648.avi,train/109/K_21648.avi,32,,,,,,,,,,,,,,,,,,,
train/109/M_21652.avi,train/109/K_21652.avi,157,,,,,,,,,,,,,,,,,,,
train/109/M_21653.avi,train/109/K_21653.avi,55,,,,,,,,,,,,,,,,,,,
train/109/M_21659.avi,train/109/K_21659.avi,32,,,,,,,,,,,,,,,,,,,
train/109/M_21663.avi,train/109/K_21663.avi,238,,,,,,,,,,,,,,,,,,,
train/109/M_21667.avi,train/109/K_21667.avi,5,,,,,,,,,,,,,,,,,,,
train/109/M_21670.avi,train/109/K_21670.avi,32,,,,,,,,,,,,,,,,,,,
train/109/M_21673.avi,train/109/K_21673.avi,52,,,,,,,,,,,,,,,,,,,
train/109/M_21674.avi,train/109/K_21674.avi,8,,,,,,,,,,,,,,,,,,,
train/109/M_21676.avi,train/109/K_21676.avi,10,,,,,,,,,,,,,,,,,,,
train/109/M_21683.avi,train/109/K_21683.avi,90,,,,,,,,,,,,,,,,,,,
train/109/M_21684.avi,train/109/K_21684.avi,90,,,,,,,,,,,,,,,,,,,
train/109/M_21688.avi,train/109/K_21688.avi,90,,,,,,,,,,,,,,,,,,,
train/109/M_21691.avi,train/109/K_21691.avi,94,,,,,,,,,,,,,,,,,,,
train/109/M_21693.avi,train/109/K_21693.avi,5,,,,,,,,,,,,,,,,,,,
train/109/M_21694.avi,train/109/K_21694.avi,38,,,,,,,,,,,,,,,,,,,
train/109/M_21704.avi,train/109/K_21704.avi,8,,,,,,,,,,,,,,,,,,,
train/109/M_21705.avi,train/109/K_21705.avi,14,,,,,,,,,,,,,,,,,,,
train/109/M_21710.avi,train/109/K_21710.avi,56,,,,,,,,,,,,,,,,,,,
train/109/M_21712.avi,train/109/K_21712.avi,209,,,,,,,,,,,,,,,,,,,
train/109/M_21713.avi,train/109/K_21713.avi,8,,,,,,,,,,,,,,,,,,,
train/109/M_21715.avi,train/109/K_21715.avi,32,,,,,,,,,,,,,,,,,,,
train/109/M_21717.avi,train/109/K_21717.avi,38,,,,,,,,,,,,,,,,,,,
train/109/M_21721.avi,train/109/K_21721.avi,155,,,,,,,,,,,,,,,,,,,
train/109/M_21726.avi,train/109/K_21726.avi,223,,,,,,,,,,,,,,,,,,,
train/109/M_21729.avi,train/109/K_21729.avi,156,,,,,,,,,,,,,,,,,,,
train/109/M_21734.avi,train/109/K_21734.avi,90,,,,,,,,,,,,,,,,,,,
train/109/M_21735.avi,train/109/K_21735.avi,18,,,,,,,,,,,,,,,,,,,
train/109/M_21743.avi,train/109/K_21743.avi,19,,,,,,,,,,,,,,,,,,,
train/109/M_21745.avi,train/109/K_21745.avi,213,,,,,,,,,,,,,,,,,,,
train/109/M_21748.avi,train/109/K_21748.avi,154,,,,,,,,,,,,,,,,,,,
train/109/M_21750.avi,train/109/K_21750.avi,188,,,,,,,,,,,,,,,,,,,
train/109/M_21753.avi,train/109/K_21753.avi,117,,,,,,,,,,,,,,,,,,,
train/109/M_21756.avi,train/109/K_21756.avi,213,,,,,,,,,,,,,,,,,,,
train/109/M_21759.avi,train/109/K_21759.avi,92,,,,,,,,,,,,,,,,,,,
train/109/M_21760.avi,train/109/K_21760.avi,223,,,,,,,,,,,,,,,,,,,
train/109/M_21765.avi,train/109/K_21765.avi,93,,,,,,,,,,,,,,,,,,,
train/109/M_21766.avi,train/109/K_21766.avi,32,,,,,,,,,,,,,,,,,,,
train/109/M_21771.avi,train/109/K_21771.avi,19,,,,,,,,,,,,,,,,,,,
train/109/M_21772.avi,train/109/K_21772.avi,31,,,,,,,,,,,,,,,,,,,
train/109/M_21777.avi,train/109/K_21777.avi,8,,,,,,,,,,,,,,,,,,,
train/109/M_21783.avi,train/109/K_21783.avi,92,,,,,,,,,,,,,,,,,,,
train/109/M_21793.avi,train/109/K_21793.avi,51,,,,,,,,,,,,,,,,,,,
train/109/M_21798.avi,train/109/K_21798.avi,239,,,,,,,,,,,,,,,,,,,
train/110/M_21805.avi,train/110/K_21805.avi,10,,,,,,,,,,,,,,,,,,,
train/110/M_21806.avi,train/110/K_21806.avi,93,,,,,,,,,,,,,,,,,,,
train/110/M_21807.avi,train/110/K_21807.avi,5,,,,,,,,,,,,,,,,,,,
train/110/M_21817.avi,train/110/K_21817.avi,52,,,,,,,,,,,,,,,,,,,
